"","state_abbr","favor_dem","month","newcases_per100k_avg"
"793","VA",1,3,12.5483607944853
"794","VA",1,4,192.767553003748
"795","VA",1,5,413.829301205772
"796","VA",1,6,316.220659690381
"797","VA",1,7,404.01180103102
"798","VA",1,8,585.514839277355
"799","VA",1,9,549.276865470728
"800","VA",1,10,547.921113324455
"801","VA",1,11,643.277764592532
"802","WA",0,3,19.1092599376929
"803","WA",0,4,70.2992740198407
"804","WA",0,5,93.0242610130615
"805","WA",0,6,181.568123401513
"806","WA",0,7,453.287139193668
"807","WA",0,8,374.790893307285
"808","WA",0,9,226.761191998771
"809","WA",0,10,288.654064992666
"810","WA",0,11,794.737541336146
"811","WA",1,3,60.7409720659976
"812","WA",1,4,76.934385310333
"813","WA",1,5,35.4080245190804
"814","WA",1,6,50.2480643403304
"815","WA",1,7,132.983883203386
"816","WA",1,8,183.11018457562
"817","WA",1,9,217.389786507064
"818","WA",1,10,227.379735715267
"819","WA",1,11,536.774845565169
"820","WV",0,3,6.06201770339082
"821","WV",0,4,39.9042973657827
"822","WV",0,5,48.9982431704776
"823","WV",0,6,38.1599510031655
"824","WV",0,7,156.59109507606
"825","WV",0,8,174.155893967856
"826","WV",0,9,222.336266035629
"827","WV",0,10,463.154483030289
"828","WV",0,11,1244.57904456087
"829","WI",0,3,7.12022907433233
"830","WI",0,4,36.8466196611461
"831","WI",0,5,85.1385103366928
"832","WI",0,6,85.0360273191505
"833","WI",0,7,276.587278850972
"834","WI",0,8,336.280312175016
"835","WI",0,9,812.540418890977
"836","WI",0,10,2171.11836633013
"837","WI",0,11,3208.47328841569
"838","WI",1,3,17.8811481122616
"839","WI",1,4,40.915418503521
"840","WI",1,5,99.1059211552263
"841","WI",1,6,132.144451345755
"842","WI",1,7,265.680570704603
"843","WI",1,8,291.782921244872
"844","WI",1,9,839.143022060692
"845","WI",1,10,1811.99420455162
"846","WI",1,11,2927.84937104547
"847","WY",0,3,13.1636935373394
"848","WY",0,4,56.3645257659413
"849","WY",0,5,62.9390006948308
"850","WY",0,6,87.8567733894042
"851","WY",0,7,158.336519950306
"852","WY",0,8,200.053489235225
"853","WY",0,9,355.818550270944
"854","WY",0,10,1143.41053184167
"855","WY",0,11,3092.07404070455
"856","WY",1,3,85.236958745312
"857","WY",1,4,323.900443232185
"858","WY",1,5,17.0473917490624
"859","WY",1,6,123.593590180702
"860","WY",1,7,877.940675076713
"861","WY",1,8,404.875554040232
"862","WY",1,9,626.491646778043
"863","WY",1,10,958.91578588476
"864","WY",1,11,3588.47596317763
